CustomerID,Recency,Frequency,Monetary Value,R,F,M,RFM_Segment,RFM_Score,RFM_Categories
12590.0,189,2,9338.380000000003,1,2,4,124,7,Medium
12591.0,316,1,368.84999999999985,1,1,2,112,4,Low
12592.0,91,2,401.59999999999997,2,2,2,222,6,Low
12593.0,108,3,382.09999999999997,2,2,2,222,6,Low
12594.0,37,9,3208.219999999998,3,4,4,344,11,Top
12596.0,50,2,450.27,2,2,2,222,6,Low
12597.0,18,5,3067.130000000001,3,3,4,334,10,Top
12598.0,9,8,2786.679999999998,4,4,4,444,12,Top
12599.0,28,7,888.5800000000004,3,4,3,343,10,Top
12600.0,28,10,2311.04,3,4,4,344,11,Top
12601.0,189,6,479.56,1,4,2,142,7,Medium
12602.0,58,1,153.12000000000003,2,1,1,211,4,Low
12603.0,21,1,613.1999999999999,3,1,2,312,6,Low
12604.0,78,2,236.17999999999995,2,2,1,221,5,Low
12605.0,364,1,-7.5,1,1,1,111,3,Low
12607.0,57,2,3.339550858072471e-13,2,2,1,221,5,Low
12609.0,77,3,964.8500000000001,2,2,3,223,7,Medium
12610.0,22,6,1705.9900000000007,3,4,4,344,11,Top
12611.0,51,1,1193.32,2,1,3,213,6,Low
12612.0,57,2,607.5900000000001,2,2,2,222,6,Low
12613.0,30,5,2966.9799999999977,3,3,4,334,10,Top
12614.0,277,1,315.59999999999997,1,1,2,112,4,Low
12615.0,1,4,2093.1900000000005,4,3,4,434,11,Top
12616.0,84,5,585.2500000000001,2,3,2,232,7,Medium
12617.0,28,1,352.9800000000002,3,1,2,312,6,Low
12618.0,21,1,137.31,3,1,1,311,5,Low
12619.0,15,13,2908.81,4,4,4,444,12,Top
12620.0,14,3,1303.4099999999999,4,2,3,423,9,Medium
12621.0,1,23,12334.070000000002,4,4,4,444,12,Top
12622.0,231,1,162.09999999999997,1,1,1,111,3,Low
12623.0,275,1,269.1,1,1,1,111,3,Low
12624.0,105,2,569.1300000000001,2,2,2,222,6,Low
12625.0,211,3,2362.3199999999997,1,2,4,124,7,Medium
12626.0,22,13,5722.349999999997,3,4,4,344,11,Top
12627.0,10,6,4082.5300000000016,4,4,4,444,12,Top
12628.0,3,4,715.6099999999999,4,3,3,433,10,Top
12630.0,9,2,1030.8800000000003,4,2,3,423,9,Medium
12631.0,56,1,480.50000000000017,2,1,2,212,5,Low
12633.0,58,5,1906.6299999999997,2,3,4,234,9,Medium
12635.0,89,2,1509.1799999999998,2,2,3,223,7,Medium
12637.0,66,9,5790.250000000001,2,4,4,244,10,Top
12638.0,32,1,511.69,3,1,2,312,6,Low
12639.0,238,1,366.1,1,1,2,112,4,Low
12640.0,23,3,994.5799999999999,3,2,3,323,8,Medium
12641.0,114,1,145.9,2,1,1,211,4,Low
12642.0,24,3,905.26,3,2,3,323,8,Medium
12643.0,127,6,3041.6400000000003,2,4,4,244,10,Top
12644.0,129,1,477.9100000000001,2,1,2,212,5,Low
12645.0,33,5,1611.3800000000008,3,3,4,334,10,Top
12646.0,4,2,1346.9700000000003,4,2,3,423,9,Medium
12647.0,21,13,3093.92,3,4,4,344,11,Top
12648.0,154,1,300.05,1,1,2,112,4,Low
12649.0,106,4,549.7099999999999,2,3,2,232,7,Medium
12650.0,2,1,242.44,4,1,1,411,6,Low
12651.0,334,1,114.00000000000003,1,1,1,111,3,Low
12652.0,321,2,788.5299999999997,1,2,3,123,6,Low
12653.0,148,2,2209.8500000000004,1,2,4,124,7,Medium
12654.0,10,5,529.98,4,3,2,432,9,Medium
12656.0,16,8,3550.720000000002,4,4,4,444,12,Top
12657.0,10,5,1008.0599999999998,4,3,3,433,10,Top
12658.0,18,1,632.0500000000001,3,1,2,312,6,Low
12659.0,29,1,73.68,3,1,1,311,5,Low
12660.0,10,1,227.10000000000002,4,1,1,411,6,Low
12662.0,0,12,3511.0799999999977,4,4,4,444,12,Top
12664.0,7,9,4391.879999999999,4,4,4,444,12,Top
12665.0,324,2,43.75,1,2,1,121,4,Low
12666.0,358,1,-227.44,1,1,1,111,3,Low
12667.0,57,1,460.12999999999994,2,1,2,212,5,Low
12668.0,6,6,3113.180000000001,4,4,4,444,12,Top
12669.0,150,4,1427.7300000000002,1,3,3,133,7,Medium
12670.0,9,6,2734.1499999999996,4,4,4,444,12,Top
12672.0,329,1,225.9,1,1,1,111,3,Low
12673.0,4,2,574.52,4,2,2,422,8,Medium
12674.0,11,7,1796.2600000000002,4,4,4,444,12,Top
12676.0,24,6,1091.39,3,4,3,343,10,Top
12678.0,41,10,16291.260000000002,3,4,4,344,11,Top
12679.0,51,9,896.6700000000004,2,4,3,243,9,Medium
12680.0,0,4,790.81,4,3,3,433,10,Top
12681.0,14,26,12309.59,4,4,4,444,12,Top
12682.0,3,31,11019.819999999998,4,4,4,444,12,Top
12683.0,3,19,7357.089999999998,4,4,4,444,12,Top
12684.0,7,7,2103.6299999999997,4,4,4,444,12,Top
12685.0,27,6,2575.0800000000004,3,4,4,344,11,Top
12686.0,371,1,71.14,1,1,1,111,3,Low
12688.0,113,1,4873.810000000005,2,1,4,214,7,Medium
12689.0,25,2,1139.6100000000001,3,2,3,323,8,Medium
12690.0,205,1,335.00999999999993,1,1,2,112,4,Low
12691.0,27,5,927.8,3,3,3,333,9,Medium
12693.0,120,6,686.9599999999999,2,4,3,243,9,Medium
12694.0,69,2,761.6699999999998,2,2,3,223,7,Medium
12695.0,6,4,582.1,4,3,2,432,9,Medium
12697.0,20,5,739.0200000000002,3,3,3,333,9,Medium
12700.0,7,4,4525.990000000006,4,3,4,434,11,Top
12701.0,79,2,725.7099999999999,2,2,3,223,7,Medium
12702.0,19,1,201.0,3,1,1,311,5,Low
12703.0,63,2,256.69999999999993,2,2,1,221,5,Low
12704.0,6,8,1740.8400000000001,4,4,4,444,12,Top
12705.0,14,13,6328.240000000003,4,4,4,444,12,Top
12707.0,291,1,603.42,1,1,2,112,4,Low
12708.0,29,16,2346.3200000000006,3,4,4,344,11,Top
12709.0,2,26,8958.099999999993,4,4,4,444,12,Top
12710.0,96,4,1004.5700000000006,2,3,3,233,8,Medium
12712.0,22,17,3791.6299999999983,3,4,4,344,11,Top
12713.0,0,1,794.5499999999998,4,1,3,413,8,Medium
12714.0,8,5,4294.859999999994,4,3,4,434,11,Top
12715.0,105,1,263.36,2,1,1,211,4,Low
12716.0,3,2,963.4899999999996,4,2,3,423,9,Medium
12717.0,150,2,830.98,1,2,3,123,6,Low
12718.0,70,1,202.25000000000003,2,1,1,211,4,Low
12719.0,4,3,536.0999999999999,4,2,2,422,8,Medium
12720.0,2,28,5065.280000000004,4,4,4,444,12,Top
12721.0,31,7,2358.9800000000005,3,4,4,344,11,Top
12722.0,84,6,886.33,2,4,3,243,9,Medium
12723.0,3,5,707.0699999999998,4,3,3,433,10,Top
12724.0,4,4,923.41,4,3,3,433,10,Top
12725.0,370,1,371.79999999999995,1,1,2,112,4,Low
12726.0,27,7,2411.1000000000004,3,4,4,344,11,Top
12727.0,10,8,3425.7000000000007,4,4,4,444,12,Top
12728.0,70,4,728.3299999999998,2,3,3,233,8,Medium
12729.0,113,1,417.0100000000001,2,1,2,212,5,Low
12731.0,23,14,18660.410000000007,3,4,4,344,11,Top
12732.0,179,1,218.2600000000001,1,1,1,111,3,Low
12733.0,233,1,383.95,1,1,2,112,4,Low
12734.0,352,1,110.39999999999999,1,1,1,111,3,Low
12735.0,314,2,689.5699999999998,1,2,3,123,6,Low
12736.0,332,1,144.0,1,1,1,111,3,Low
12738.0,371,1,137.35,1,1,1,111,3,Low
12739.0,98,1,975.5400000000001,2,1,3,213,6,Low
12740.0,63,1,427.5999999999999,2,1,2,212,5,Low
12743.0,133,2,540.1299999999998,2,2,2,222,6,Low
12744.0,51,10,9120.39,2,4,4,244,10,Top
12747.0,1,11,4196.010000000001,4,4,4,444,12,Top
12748.0,0,223,28481.560000000372,4,4,4,444,12,Top
12749.0,3,8,3818.2000000000016,4,4,4,444,12,Top
12750.0,128,1,275.88,2,1,1,211,4,Low
12752.0,80,1,4366.779999999999,2,1,4,214,7,Medium
12753.0,3,11,21024.010000000002,4,4,4,444,12,Top
12754.0,235,5,2949.12,1,3,4,134,8,Medium
12755.0,249,4,2203.1999999999994,1,3,4,134,8,Medium
12756.0,86,1,112.08000000000001,2,1,1,211,4,Low
12757.0,15,19,4149.250000000004,4,4,4,444,12,Top
12758.0,116,2,2791.590000000001,2,2,4,224,8,Medium
12759.0,51,3,1411.4400000000007,2,2,3,223,7,Medium
12762.0,7,2,1702.5200000000004,4,2,4,424,10,Top
12763.0,137,2,494.08,2,2,2,222,6,Low
12764.0,316,1,1693.8800000000003,1,1,4,114,6,Low
12766.0,3,7,6457.63,4,4,4,444,12,Top
12769.0,238,1,1143.6000000000001,1,1,3,113,5,Low
12770.0,210,1,1351.4499999999998,1,1,3,113,5,Low
12772.0,59,1,752.4700000000004,2,1,3,213,6,Low
12775.0,16,6,1246.2400000000002,4,4,3,443,11,Top
12778.0,19,6,693.2299999999999,3,4,3,343,10,Top
12779.0,20,12,3868.700000000003,3,4,4,344,11,Top
12781.0,21,4,671.72,3,3,3,333,9,Medium
12782.0,4,6,1881.3200000000008,4,4,4,444,12,Top
12783.0,1,8,1295.8700000000001,4,4,3,443,11,Top
12784.0,14,1,476.81999999999994,4,1,2,412,7,Medium
12785.0,2,2,249.70999999999998,4,2,1,421,7,Medium
12787.0,9,3,418.65999999999997,4,2,2,422,8,Medium
12789.0,64,1,76.85000000000001,2,1,1,211,4,Low
12790.0,191,1,294.9200000000001,1,1,2,112,4,Low
12791.0,373,1,177.60000000000002,1,1,1,111,3,Low
12792.0,256,1,344.54,1,1,2,112,4,Low
12793.0,334,2,461.48,1,2,2,122,5,Low
12794.0,52,2,860.4099999999999,2,2,3,223,7,Medium
12795.0,18,1,318.4800000000001,3,1,2,312,6,Low
12797.0,359,3,166.18,1,2,1,121,4,Low
12798.0,9,3,6977.039999999999,4,2,4,424,10,Top
12802.0,183,2,382.58,1,2,2,122,5,Low
12808.0,36,3,455.65000000000015,3,2,2,322,7,Medium
12809.0,167,2,400.36,1,2,2,122,5,Low
12811.0,261,2,458.85,1,2,2,122,5,Low
12812.0,44,1,229.63999999999993,3,1,1,311,5,Low
12814.0,101,1,85.92,2,1,1,211,4,Low
12815.0,147,2,863.4599999999999,1,2,3,123,6,Low
12816.0,95,2,452.20000000000005,2,2,2,222,6,Low
12817.0,280,1,126.03999999999999,1,1,1,111,3,Low
12818.0,177,2,1157.8799999999999,1,2,3,123,6,Low
12820.0,2,4,942.3399999999999,4,3,3,433,10,Top
12821.0,213,1,92.72,1,1,1,111,3,Low
12822.0,70,3,918.9799999999999,2,2,3,223,7,Medium
12823.0,74,5,1759.5,2,3,4,234,9,Medium
12824.0,59,1,397.11999999999995,2,1,2,212,5,Low
12826.0,2,8,1468.1199999999997,4,4,3,443,11,Top
12827.0,5,3,430.15,4,2,2,422,8,Medium
12828.0,2,6,1018.7100000000003,4,4,3,443,11,Top
12829.0,321,3,253.05,1,2,1,121,4,Low
12830.0,37,7,6748.4000000000015,3,4,4,344,11,Top
12831.0,261,1,215.05,1,1,1,111,3,Low
12832.0,31,2,383.03000000000003,3,2,2,322,7,Medium
12833.0,144,1,417.37999999999994,1,1,2,112,4,Low
12834.0,282,1,312.38,1,1,2,112,4,Low
12836.0,58,4,2610.3599999999988,2,3,4,234,9,Medium
12837.0,172,1,134.1,1,1,1,111,3,Low
12838.0,33,2,671.9499999999995,3,2,3,323,8,Medium
12839.0,2,15,5588.120000000003,4,4,4,444,12,Top
12840.0,143,6,2714.269999999999,1,4,4,144,9,Medium
12841.0,4,26,3845.6299999999983,4,4,4,444,12,Top
12842.0,69,2,1118.99,2,2,3,223,7,Medium
12843.0,65,9,1680.76,2,4,4,244,10,Top
12844.0,28,2,325.9599999999999,3,2,2,322,7,Medium
12845.0,266,4,354.09000000000003,1,3,2,132,6,Low
12847.0,21,1,843.6399999999999,3,1,3,313,7,Medium
12849.0,30,2,1010.2899999999998,3,2,3,323,8,Medium
12851.0,96,1,131.80999999999997,2,1,1,211,4,Low
12852.0,289,2,299.75,1,2,2,122,5,Low
12853.0,107,9,1881.6999999999998,2,4,4,244,10,Top
12854.0,78,5,1280.9000000000003,2,3,3,233,8,Medium
12855.0,372,1,38.1,1,1,1,111,3,Low
12856.0,7,8,2153.530000000001,4,4,4,444,12,Top
12857.0,210,2,1106.4000000000003,1,2,3,123,6,Low
12863.0,51,2,504.20000000000005,2,2,2,222,6,Low
12864.0,137,1,147.12,2,1,1,211,4,Low
12865.0,25,3,1548.0699999999993,3,2,3,323,8,Medium
12866.0,282,1,499.11999999999995,1,1,2,112,4,Low
12867.0,25,10,3958.7399999999952,3,4,4,344,11,Top
12868.0,185,6,1607.0600000000009,1,4,4,144,9,Medium
12870.0,365,1,-14.899999999999999,1,1,1,111,3,Low
12871.0,83,2,380.64000000000004,2,2,2,222,6,Low
12872.0,326,2,599.9699999999998,1,2,2,122,5,Low
12873.0,281,1,374.0,1,1,2,112,4,Low
12875.0,142,2,343.2300000000001,2,2,2,222,6,Low
12876.0,57,2,2053.0199999999995,2,2,4,224,8,Medium
12877.0,3,12,1535.7700000000007,4,4,3,443,11,Top
12878.0,17,3,841.6399999999999,3,2,3,323,8,Medium
12879.0,44,4,552.57,3,3,2,332,8,Medium
12881.0,275,1,298.0,1,1,2,112,4,Low
12882.0,8,2,1463.0399999999995,4,2,3,423,9,Medium
12883.0,24,4,703.4700000000001,3,3,3,333,9,Medium
12884.0,87,1,309.05000000000007,2,1,2,212,5,Low
12885.0,62,4,1158.2699999999995,2,3,3,233,8,Medium
12886.0,67,3,1351.0900000000001,2,2,3,223,7,Medium
12888.0,213,4,313.77,1,3,2,132,6,Low
12890.0,23,1,376.7199999999999,3,1,2,312,6,Low
12891.0,185,3,331.0,1,2,2,122,5,Low
12893.0,30,1,176.55,3,1,1,311,5,Low
12895.0,41,3,347.29999999999995,3,2,2,322,7,Medium
12897.0,204,2,216.5,1,2,1,121,4,Low
12901.0,8,36,16293.099999999997,4,4,4,444,12,Top
12902.0,264,1,138.68,1,1,1,111,3,Low
12904.0,17,2,496.0599999999998,3,2,2,322,7,Medium
12906.0,11,5,2919.809999999999,4,3,4,434,11,Top
12908.0,58,4,246.0,2,3,1,231,6,Low
12909.0,39,8,2128.83,3,4,4,344,11,Top
12910.0,22,8,3075.0400000000013,3,4,4,344,11,Top
12912.0,2,5,1662.3,4,3,4,434,11,Top
12913.0,4,5,2483.6299999999997,4,3,4,434,11,Top
12915.0,148,2,363.65,1,2,2,122,5,Low
12916.0,138,5,2921.15,2,3,4,234,9,Medium
12917.0,127,1,594.0,2,1,2,212,5,Low
12919.0,7,8,1301.4399999999998,4,4,3,443,11,Top
12920.0,16,1,162.78000000000003,4,1,1,411,6,Low
12921.0,3,50,16389.740000000016,4,4,4,444,12,Top
12922.0,160,1,405.38,1,1,2,112,4,Low
12923.0,63,1,172.82,2,1,1,211,4,Low
12924.0,87,5,929.9500000000003,2,3,3,233,8,Medium
12925.0,4,2,694.0499999999998,4,2,3,423,9,Medium
12928.0,34,5,2062.6999999999994,3,3,4,334,10,Top
12929.0,121,2,105.10000000000001,2,2,1,221,5,Low
12930.0,77,4,409.90000000000003,2,3,2,232,7,Medium
12931.0,21,20,33462.810000000005,3,4,4,344,11,Top
12933.0,23,4,606.2799999999999,3,3,2,332,8,Medium
12935.0,1,8,2156.4499999999994,4,4,4,444,12,Top
12936.0,16,5,1012.9000000000003,4,3,3,433,10,Top
12937.0,14,4,1504.2700000000004,4,3,3,433,10,Top
12938.0,25,1,114.14,3,1,1,311,5,Low
12939.0,63,8,11581.8,2,4,4,244,10,Top
12940.0,45,4,862.4399999999999,3,3,3,333,9,Medium
12942.0,130,3,675.6,2,2,3,223,7,Medium
12943.0,300,1,-3.75,1,1,1,111,3,Low
12944.0,35,2,604.51,3,2,2,322,7,Medium
12945.0,287,1,462.95000000000005,1,1,2,112,4,Low
12947.0,143,11,1407.29,1,4,3,143,8,Medium
12948.0,15,8,2053.7,4,4,4,444,12,Top
12949.0,30,10,4143.020000000001,3,4,4,344,11,Top
12950.0,1,3,1843.0,4,2,4,424,10,Top
